Date,Tmean
2006-12-31,20.177392729134667
2007-12-31,22.082380952380948
2008-12-31,19.920347414234513
2009-12-31,22.28926676907322
2010-12-31,19.95329518689196
2011-12-31,19.975857142857144
2012-12-31,21.66649692780338
2013-12-31,22.212199180747564
2014-12-31,21.39335535074245
2015-12-31,21.74943778801843
2016-12-31,21.200383768561185
2017-12-31,21.131039682539683
2018-12-31,21.136037634408602
2019-12-31,20.27476830517153
2020-12-31,20.109268049155144
2021-12-31,19.335171018945214
2022-12-31,22.196090629800306
2023-12-31,21.220038402457757
2024-12-31,20.98240015360983
2025-12-31,22.33552278545827
2026-12-31,23.28233026113671
2027-12-31,20.878616487455197
2028-12-31,23.236583461341525
2029-12-31,21.834479006656426
2030-12-31,21.590723758320532
2031-12-31,21.461871991807474
2032-12-31,23.758228878648236
2033-12-31,20.658973630312342
2034-12-31,21.68761495135689
2035-12-31,22.408033794162822
2036-12-31,21.74405734767025
2037-12-31,21.229391705069123
2038-12-31,22.46499385560676
2039-12-31,21.148990783410138
2040-12-31,22.641055811571942
2041-12-31,21.177362775217613
2042-12-31,23.35667741935484
2043-12-31,22.486866359447006
2044-12-31,21.397095750128006
2045-12-31,21.302613415258577
2046-12-31,22.07408781362007
2047-12-31,21.74933333333333
2048-12-31,19.402848694316436
2049-12-31,22.880285458269327
2050-12-31,20.534786738351254
2051-12-31,20.61304889912954
2052-12-31,22.78981899641577
2053-12-31,20.806679211469532
2054-12-31,21.90281285202253
2055-12-31,20.91278033794163
2056-12-31,22.953089093701994
2057-12-31,21.0702585765489
2058-12-31,20.71646594982079
2059-12-31,23.127150281618025
2060-12-31,22.21705427547363
2061-12-31,24.016154633896566
2062-12-31,19.834997695852536
2063-12-31,20.582551459293395
2064-12-31,22.266258832565285
2065-12-31,21.153274705581154
2066-12-31,22.65144930875576
2067-12-31,21.77143753200205
2068-12-31,22.637691500256015
2069-12-31,22.17914797747056
2070-12-31,21.07042140296979
2071-12-31,22.554426779313875
2072-12-31,20.22116794674859
2073-12-31,21.97855120327701
2074-12-31,20.697583461341527
2075-12-31,23.43166333845366
2076-12-31,20.553310547875068
2077-12-31,21.284003584229392
2078-12-31,22.69868100358423
2079-12-31,22.787608806963647
2080-12-31,20.773065028161803
2081-12-31,21.053774449564774
2082-12-31,19.677720430107527
2083-12-31,22.46927368151562
2084-12-31,20.295910906298005
2085-12-31,23.6639726062468
2086-12-31,20.63444470046083
2087-12-31,20.87302892985151
2088-12-31,21.22278238607271
2089-12-31,21.523079877112135
2090-12-31,21.782623655913977
2091-12-31,22.472439836149515
2092-12-31,21.903715309779827
2093-12-31,21.47818509984639
2094-12-31,21.680044802867382
2095-12-31,22.102459037378395
2096-12-31,21.12047004608295
2097-12-31,22.986401433691753
2098-12-31,21.51238940092166
2099-12-31,20.604167690732208
2100-12-31,21.177434203789044
