Date,0
2006-12-31,19.71650886456733
2007-12-31,21.577440476190475
2008-12-31,19.339861207117256
2009-12-31,21.901508384536612
2010-12-31,19.397272593445983
2011-12-31,19.42199107142857
2012-12-31,21.21668596390169
2013-12-31,21.87922459037378
2014-12-31,20.783865175371226
2015-12-31,21.32190639400921
2016-12-31,20.910191884280593
2017-12-31,20.739582341269838
2018-12-31,20.5598938172043
2019-12-31,19.771759152585766
2020-12-31,19.692134024577573
2021-12-31,18.804773009472605
2022-12-31,21.662732814900153
2023-12-31,20.85033170122888
2024-12-31,20.489950076804917
2025-12-31,21.973698892729132
2026-12-31,23.02647763056836
2027-12-31,20.5233707437276
2028-12-31,22.882041730670764
2029-12-31,21.39348950332821
2030-12-31,21.029424379160268
2031-12-31,21.036248495903735
2032-12-31,23.498801939324117
2033-12-31,20.102611815156173
2034-12-31,21.318182475678444
2035-12-31,22.002454397081408
2036-12-31,21.239528673835125
2037-12-31,20.82625835253456
2038-12-31,22.05374692780338
2039-12-31,20.80137039170507
2040-12-31,22.21365290578597
2041-12-31,20.753681387608808
2042-12-31,22.88615120967742
2043-12-31,21.949058179723504
2044-12-31,20.879485375064004
2045-12-31,20.906931707629287
2046-12-31,21.68798140681003
2047-12-31,21.365916666666667
2048-12-31,18.951736847158216
2049-12-31,22.453267729134666
2050-12-31,20.241455869175624
2051-12-31,20.053086949564772
2052-12-31,22.42490949820789
2053-12-31,20.423027105734768
2054-12-31,21.522031426011267
2055-12-31,20.543890168970815
2056-12-31,22.480919546851
2057-12-31,20.646379288274453
2058-12-31,20.364795474910395
2059-12-31,22.80545014080901
2060-12-31,21.776964637736814
2061-12-31,23.598702316948284
2062-12-31,19.326873847926265
2063-12-31,20.192213229646697
2064-12-31,21.882191916282643
2065-12-31,20.83288735279058
2066-12-31,22.31134965437788
2067-12-31,21.325406266001025
2068-12-31,22.24540825012801
2069-12-31,21.75676148873528
2070-12-31,20.678648201484897
2071-12-31,22.174713389656937
2072-12-31,19.805896473374297
2073-12-31,21.528650601638503
2074-12-31,20.327541730670767
2075-12-31,23.08645666922683
2076-12-31,20.135717773937536
2077-12-31,20.824501792114695
2078-12-31,22.22652800179212
2079-12-31,22.452554403481823
2080-12-31,20.4234075140809
2081-12-31,20.578137224782388
2082-12-31,19.264797715053763
2083-12-31,22.14494934075781
2084-12-31,19.917955453149002
2085-12-31,23.2454238031234
2086-12-31,20.24440985023041
2087-12-31,20.518389464925754
2088-12-31,20.69326619303635
2089-12-31,21.060602438556067
2090-12-31,21.223811827956986
2091-12-31,22.060907418074756
2092-12-31,21.429357654889916
2093-12-31,21.017842549923195
2094-12-31,21.281272401433693
2095-12-31,21.653729518689197
2096-12-31,20.691172523041473
2097-12-31,22.618825716845876
2098-12-31,21.230257200460834
2099-12-31,20.255833845366105
2100-12-31,20.75934210189452
