Date,Tmean
2006-12-31,21.11783358934972
2007-12-31,19.789622375832053
2008-12-31,20.267661034306197
2009-12-31,21.955627752176138
2010-12-31,22.551694316436254
2011-12-31,20.60908269329237
2012-12-31,20.93186610343062
2013-12-31,21.517854838709678
2014-12-31,20.58420686123912
2015-12-31,20.68263389656938
2016-12-31,21.323438300051205
2017-12-31,21.977033282130055
2018-12-31,19.496719406041986
2019-12-31,21.445557091653868
2020-12-31,21.20587890424987
2021-12-31,19.806755760368663
2022-12-31,21.33442191500256
2023-12-31,20.50597465437788
2024-12-31,20.167092421915
2025-12-31,23.529938556067588
2026-12-31,20.512800563236045
2027-12-31,23.777752944188432
2028-12-31,20.11918458781362
2029-12-31,19.986536354326677
2030-12-31,21.867344598054274
2031-12-31,20.44334434203789
2032-12-31,21.701592165898617
2033-12-31,22.47349231950845
2034-12-31,20.59316743471582
2035-12-31,20.186211213517666
2036-12-31,21.593882488479263
2037-12-31,21.96108064516129
2038-12-31,21.997145673323093
2039-12-31,21.522028161802353
2040-12-31,20.859935483870967
2041-12-31,21.180330261136714
2042-12-31,22.170913978494625
2043-12-31,20.967979518689194
2044-12-31,20.580996671786995
2045-12-31,19.8530719406042
2046-12-31,21.394409114183304
2047-12-31,21.340454941116235
2048-12-31,21.039805171530976
2049-12-31,21.843994879672298
2050-12-31,23.4820051203277
2051-12-31,21.151027649769585
2052-12-31,21.560060931899642
2053-12-31,22.9670719406042
2054-12-31,24.14307859703021
2055-12-31,21.769586533538146
2056-12-31,23.943921146953404
2057-12-31,21.17795852534562
2058-12-31,21.72934383000512
2059-12-31,21.924917818740397
2060-12-31,22.216899897593446
2061-12-31,22.576249615975424
2062-12-31,22.95569508448541
2063-12-31,22.712471326164874
2064-12-31,21.268604198668715
2065-12-31,26.71222759856631
2066-12-31,22.668647721454175
2067-12-31,22.099920634920636
2068-12-31,22.333922939068103
2069-12-31,22.37532488479263
2070-12-31,23.031504864311316
2071-12-31,22.407775473630313
2072-12-31,23.923651305683563
2073-12-31,23.03165770609319
2074-12-31,24.138948028673838
2075-12-31,23.830931131592422
2076-12-31,22.763105734767024
2077-12-31,24.680721966205837
2078-12-31,22.81909703020993
2079-12-31,23.20926574500768
2080-12-31,23.887477726574502
2081-12-31,25.73239759344598
2082-12-31,23.38444111623144
2083-12-31,22.381851766513055
2084-12-31,23.693573220686122
2085-12-31,23.409047619047623
2086-12-31,23.782058115719405
2087-12-31,23.95602022529442
2088-12-31,23.747746287762414
2089-12-31,24.426960061443932
2090-12-31,25.242643369175624
2091-12-31,25.15560880696364
2092-12-31,24.613830005120324
2093-12-31,25.549530209933437
2094-12-31,24.94871786994368
2095-12-31,24.884266001024063
2096-12-31,24.582063236047105
2097-12-31,26.456592677931386
2098-12-31,25.134667434715823
2099-12-31,26.210760880696366
2100-12-31,24.0457465437788
